C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A015,R081,00-00-03,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0006688467,0003169233                                          
A015,R081,00-00-03,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0006689164,0003169330                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0005572435,0007514898                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0005572492,0007514910                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0005572508,0007514958                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0005572602,0007515105                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0005572757,0007515282                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0005572973,0007515456                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0005573150,0007515522                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0005573192,0007515551                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0005573218,0007515587                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0005573312,0007515746                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0005573455,0007515932                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0005573670,0007516050                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0005573793,0007516091                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0005573815,0007516095                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0005573833,0007516268                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0005573995,0007516840                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0005574201,0007517010                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0005574668,0007517207                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0005574830,0007517278                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0005574849,0007517295                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0005574872,0007517487                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0005575038,0007518141                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0005575287,0007518348                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,0005575851,0007518578                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,0005576088,0007518630                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,0005576115,0007518633                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,0005576133,0007518822                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,0005576279,0007519518                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,0005576485,0007519703                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,0005577031,0007519944                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,0005577240,0007519992                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,0005577267,0007519999                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,0005577290,0007520179                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,0005577489,0007520824                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,0005577719,0007520989                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,0005578272,0007521244                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0005578540,0007521285                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0005578561,0007521290                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0005578584,0007521471                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0005578741,0007522079                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0005578950,0007522292                                          
A015,R081,00-03-00,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0005579491,0007522588                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0004708916,0017342377                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0004708973,0017342411                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0004708984,0017342583                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0004709059,0017342960                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0004709199,0017343332                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0004709350,0017343623                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0004709520,0017343773                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0004709565,0017343822                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0004709579,0017343917                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0004709652,0017344285                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0004709764,0017344596                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0004709934,0017344819                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0004710013,0017344920                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0004710035,0017344933                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0004710061,0017345400                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0004710192,0017346645                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0004710347,0017347001                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0004710824,0017347304                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0004710962,0017347400                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0004710977,0017347417                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0004711006,0017347874                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0004711142,0017349277                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0004711312,0017349722                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,0004711791,0017350102                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,0004711984,0017350245                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,0004712018,0017350268                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,0004712046,0017350780                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,0004712190,0017352144                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,0004712364,0017352603                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,0004712913,0017352932                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,0004713078,0017353034                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,0004713109,0017353056                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,0004713140,0017353555                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,0004713267,0017354911                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,0004713439,0017355311                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,0004713959,0017355721                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0004714170,0017355848                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0004714189,0017355864                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0004714210,0017356311                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0004714341,0017357559                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0004714503,0017357932                                          
A015,R081,00-03-01,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0004714990,0017358340                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0002022555,0002445259                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0002022611,0002445275                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0002022619,0002445397                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0002022739,0002445695                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0002022958,0002445953                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0002023240,0002446179                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0002023458,0002446249                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0002023505,0002446257                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0002023513,0002446342                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0002023632,0002446607                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0002023809,0002446832                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0002024063,0002446957                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0002024211,0002447008                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0002024221,0002447016                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0002024243,0002447286                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0002024402,0002448033                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0002024569,0002448265                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0002025080,0002448431                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0002025239,0002448507                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0002025259,0002448512                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0002025285,0002448797                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0002025415,0002449611                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0002025640,0002449909                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,0002026188,0002450214                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,0002026405,0002450277                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,0002026423,0002450283                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,0002026439,0002450569                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,0002026612,0002451314                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,0002026809,0002451610                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,0002027435,0002451865                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,0002027718,0002451916                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,0002027733,0002451923                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,0002027755,0002452210                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,0002027885,0002453009                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,0002028117,0002453309                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,0002028705,0002453602                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0002028960,0002453664                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0002028979,0002453668                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0002028992,0002453938                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0002029161,0002454660                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0002029388,0002454897                                          
A016,R081,03-00-00,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0002029948,0002455195                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0003299200,0001154871                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0003299305,0001154877                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0003299340,0001154926                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0003299485,0001155040                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0003299760,0001155158                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0003300175,0001155261                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0003300461,0001155293                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0003300537,0001155303                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0003300548,0001155349                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0003300749,0001155447                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0003301031,0001155538                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0003301413,0001155582                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0003301617,0001155603                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0003301643,0001155605                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0003301696,0001155706                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0003301946,0001156040                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0003302222,0001156121                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0003302911,0001156177                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0003303155,0001156202                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0003303194,0001156206                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0003303248,0001156342                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0003303515,0001156672                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0003303875,0001156799                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,0003304612,0001156884                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,0003304938,0001156903                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,0003304974,0001156906                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,0003305044,0001157033                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,0003305300,0001157365                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,0003305617,0001157471                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,0003306394,0001157545                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,0003306754,0001157562                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,0003306795,0001157564                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,0003306823,0001157695                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,0003307080,0001157966                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,0003307356,0001158061                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,0003308098,0001158154                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0003308458,0001158174                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0003308498,0001158174                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0003308534,0001158282                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0003308769,0001158605                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0003309129,0001158714                                          
A016,R081,03-00-01,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0003309845,0001158828                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0011693499,0003701237                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0011693608,0003701240                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0011693638,0003701300                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0011693825,0003701404                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0011694193,0003701505                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0011694691,0003701552                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0011695044,0003701576                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0011695131,0003701578                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0011695170,0003701618                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0011695371,0003701703                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0011695709,0003701763                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0011696166,0003701802                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0011696428,0003701828                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0011696462,0003701835                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0011696533,0003701948                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0011696897,0003702226                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0011697305,0003702308                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0011698089,0003702351                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0011698437,0003702370                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0011698487,0003702378                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0011698577,0003702500                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0011698950,0003702784                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0011699403,0003702871                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,0011700255,0003702926                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,0011700706,0003702944                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,0011700767,0003702950                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,0011700869,0003703087                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,0011701240,0003703370                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,0011701670,0003703467                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,0011702567,0003703514                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,0011703012,0003703530                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,0011703073,0003703537                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,0011703138,0003703670                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,0011703486,0003703967                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,0011703855,0003704049                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,0011704715,0003704104                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0011705157,0003704116                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0011705208,0003704120                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0011705270,0003704250                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0011705656,0003704547                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0011706103,0003704612                                          
A016,R081,03-00-02,49 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0011706968,0003704681                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0001084007,0000371725                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0001084015,0000371726                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0001084019,0000371736                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0001084044,0000371762                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0001084062,0000371790                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0001084112,0000371799                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0001084152,0000371805                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0001084161,0000371805                                          
A016,R081,03-06-00,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0001084162,0000371808                                          
